Cattext_name                ;Dialogfenster                                    ;Parameter                                                     ;Oberbegriff                                                   ;Bezeichnung                                                                                  ;Vorlage_txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Text_pfad
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;anti-Xa Spiegel                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;anti-Xa Spiegel
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;Thrombinzeit                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Thrombinzeit
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;D-Dimer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;D-Dimer
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;ROTEM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;ROTEM
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;Fak. XIII                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Fak. XIII
Anordnungen                 ;Hauslabor                                        ;Labor Profil D2/B2 Gro�                                       ;D2/B2 Gro�/ klein                                             ;Laborprofil                                                                                  ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Hauslabor                                        ;D2/B2 Gro�/ klein                                             ;Labor Profil D2/B2 Gro�                                       ;Laborprofil                                                                                  ;D2/B2 Gro�                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;D2/B2 Gro�
Anordnungen                 ;Hauslabor                                        ;D2/B2 Gro�/ klein                                             ;Labor Profil D2/B2 Gro�                                       ;Laborprofil                                                                                  ;D2/B2 klein                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;D2/B2 klein
Anordnungen                 ;Hauslabor                                        ;D2/B2 Gro�/ klein                                             ;Labor Profil D2/B2 Gro�                                       ;Laborprofil                                                                                  ;Dialyse D2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Dialyse D2
Anordnungen                 ;Hauslabor                                        ;Fettwerte                                                     ;Fette                                                         ;Fettwerte                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Hauslabor                                        ;Fette                                                         ;Fettwerte                                                     ;Fettwerte                                                                                    ;Triglyceride                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Triglyceride
Anordnungen                 ;Hauslabor                                        ;Fette                                                         ;Fettwerte                                                     ;Fettwerte                                                                                    ;HDL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;HDL
Anordnungen                 ;Hauslabor                                        ;Fette                                                         ;Fettwerte                                                     ;Fettwerte                                                                                    ;LDL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;LDL
Anordnungen                 ;Hauslabor                                        ;Fette                                                         ;Fettwerte                                                     ;Fettwerte                                                                                    ;Cholesterin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Cholesterin
Anordnungen                 ;Hauslabor                                        ;Einzelne Laborparameter                                       ;Spezielle Laborwerte bei uns im Haus                          ;Einzelne Laborparameter (Freitext)                                                           ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Hauslabor                                        ;Histogramm/Elpho/U-Status                                     ;Histo/Elpho/U-Status                                          ;Histogramm/Elpho/Urin                                                                        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Hauslabor                                        ;Histo/Elpho/U-Status                                          ;Histogramm/Elpho/U-Status                                     ;Histogramm/Elpho/Urin                                                                        ;Histogramm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Histogramm
Anordnungen                 ;Hauslabor                                        ;Histo/Elpho/U-Status                                          ;Histogramm/Elpho/U-Status                                     ;Histogramm/Elpho/Urin                                                                        ;f�r Kreatinclearance                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;f�r Kreatinclearance
Anordnungen                 ;Hauslabor                                        ;Histo/Elpho/U-Status                                          ;Histogramm/Elpho/U-Status                                     ;Histogramm/Elpho/Urin                                                                        ;Elektrophorese                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Elektrophorese
Anordnungen                 ;Hauslabor                                        ;Histo/Elpho/U-Status                                          ;Histogramm/Elpho/U-Status                                     ;Histogramm/Elpho/Urin                                                                        ;f�r Katecholamine im Urin                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;f�r Katecholamine im Urin
Anordnungen                 ;Hauslabor                                        ;Histo/Elpho/U-Status                                          ;Histogramm/Elpho/U-Status                                     ;Histogramm/Elpho/Urin                                                                        ;U-Status                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;U-Status
Anordnungen                 ;Hauslabor                                        ;Histo/Elpho/U-Status                                          ;Histogramm/Elpho/U-Status                                     ;Histogramm/Elpho/Urin                                                                        ;--                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;--
Anordnungen                 ;Hauslabor                                        ;Histo/Elpho/U-Status                                          ;Histogramm/Elpho/U-Status                                     ;Histogramm/Elpho/Urin                                                                        ;Sammelurin 24h f�r Kreatinin Clearance                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Sammelurin 24h f�r Kreatinin Clearance
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte                                          ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                                                         ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CRP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;CRP
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;PCT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;PCT
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Kleines Blutbild                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;Kleines Blutbild
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;HbA1c                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;HbA1c
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;---                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;---
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Digitoxin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Digitoxin
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Digoxin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;Digoxin
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;FT3 + FT4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;FT3 + FT4
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;proBNP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;proBNP
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;�-HCG                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;�-HCG
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;TSH nach TRH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;TSH nach TRH
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;TSH-basal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;TSH-basal
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;T-Protein                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;T-Protein
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Albumin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;Albumin
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Vitamin B12 + Fols�ure                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Vitamin B12 + Fols�ure
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Eisen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;Eisen
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Ferritin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;Ferritin
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Transferrin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Transferrin
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Transferrins�ttigung                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Transferrins�ttigung
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Gesamt Calcium Serum                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Gesamt Calcium Serum
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Phosphat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;Phosphat
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;---                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;---
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CK + CK MB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;CK + CK MB
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Troponin T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Troponin T
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;---                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;---
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;anti HAV                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;anti HAV
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;anti HBc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;anti HBc
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;anti HCV                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;anti HCV
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;HBsAG                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;HBsAG
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;HIV-1/ HIV-2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;HIV-1/ HIV-2
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;---                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;---
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;AFP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;AFP
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CA125                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;CA125
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CA15-3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;CA15-3
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CA19-9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;CA19-9
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CEA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;CEA
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;PSA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;PSA
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;S100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;S100
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;--                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;--
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;GOT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;GOT
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;GPT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;GPT
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CHE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;CHE
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;yGT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;yGT
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;AP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;AP
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;LDH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;LDH
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Bilirubin gesamt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;Bilirubin gesamt
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Bilirubin direktes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;Bilirubin direktes
