Cattext_name                ;Dialogfenster                                    ;Parameter                                                     ;Oberbegriff                                                   ;Bezeichnung                                                                                  ;Vorlage_txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Text_pfad
Arrangements; Lab Dialog - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; on Station; Swab on Station
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lehrte Lab; MiBi - Sample; Nose; Intraoperative nasal swab
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Ear; Wound swab on ear station
Arrangements; Lab Dialog - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Throat; Intraoperative throat wound swab
Arrangements; Lab Dialogue - Microbiology; Lab UMG - Microbiology; Lab Lehrte; Microbiology - Sample; Nose; Swab Test on Station Nose
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Eye; Intraoperative wound swab eye
Arrangements; Lab Dialogue - Microbiology ; Lab UMG - Microbiology ;Lehrte Lab ;Microbiology - Sample ;Throat ;Wound swab at Throat Station
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Tonsils; Intraoperative swab tonsils
Arrangements; Lab Dialogue - Microbiology; UMG Lab - Microbiology; Lehrte Lab; Microbiology - Sample; Eye; Swab from a wound at Eye Station
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Tonsils; Wound swab at Tonsils station.
Arrangements; Laboratory Dialogue - MiBi; Laboratory UMG - MiBi; Laboratory Lehrte; MiBi - Sample; Genital; Intraoperative swab genital wound
Arrangements; Laboratory Dialogue - MiBi; Laboratory UMG - MiBi; Laboratory Lehrte; MiBi - Sample; Genital; Wound swab on station Genital
Arrangements; Lab Dialog - MiBi; UMG Lab - MiBi; Lehrte Lab; MiBi - Sample; Cervix; Intraoperative swab Cervix
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Cervix; Wound swab on station Cervix
Arrangements; Laboratory Dialogue - Microbiology; UMG Laboratory - Microbiology; Lehrte Laboratory; Microbiology - Sample; Anal; Intraoperative anal swab
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Anal; Swab taken in ward anal.
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Urethra; Intraoperative Wound Smear Urethra
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lehrte Lab; MiBi - Sample; Urethra; Swab wound in Urethra Station.
Arrangements; Laboratory Dialogue - MiBi; Laboratory UMG - MiBi; Laboratory Lehrte; MiBi - Sample; Vulva; Intraoperative wound swab Vulva
Arrangements; Lab Dialog - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Vulva; Wound swab on station Vulva
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Others (enter localization in comment!); Intraoperative wound smear Others (enter localization in comment!)
Arrangements; Laboratory Dialogue - MiBi; Laboratory UMG - MiBi; Lehrte Laboratory; MiBi - Test; left; Intraoperative Eye Swab Left
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Wound; Intraoperative wound swab
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; Other (enter location in comment!); Swab from wound in other station (enter location in comment!)
Arrangements; Laboratory Dialogue - MiBi; Laboratory UMG - MiBi; Lehrte Laboratory; MiBi - Sample; Wound; Wound swab on ward Wound
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; right; intraoperative swab of right eye wound
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; left; Intraoperative throat swab left tonsil
"Arrangements; Lab Dialogue - MiBi; UMG Lab - MiBi; Lehrte Lab; MiBi - Sample; right; intraoperative throat swab right tonsils
"
Arrangements; Laboratory Dialog - MiBi; Laboratory UMG - MiBi; Laboratory Lehrte; MiBi - Sample; left; Swab from wound at station ear left
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; left; Wound swab on ward tonsils left
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; left; Swab from wound on left eye ward
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; right; Swab from right eye wound on ward
Arrangements; Lab dialogue - MiBi; Lab UMG - MiBi; Lehrte Lab; MiBi - Sample; right; Swab from wound at right ear station
Arrangements; Lab Dialogue - MiBi; Lab UMG - MiBi; Lab Lehrte; MiBi - Sample; right; Swab from wound at station tonsils right
Arrangements; Laboratory Dialogue - Allergy; Laboratory Dialogue Allergy; Laboratory Dialogue - Allergy; Laboratory Dialogue Allergy; ;
Arrangements; Lab Dialogue - Molecular Genetics; Dialogue Molecular Genetics; Dialogue Molecular Genetics; Lab Dialogue - Molecular Genetics; ;
Arrangements; Laboratory Dialogue - Allergy; Laboratory Dialogue; Laboratory Dialogue - Allergy; Result; ;
Arrangements; Lab Dialogue - Molecular Genetics; Result_2; Dialogue Molecular Genetics; Result; ;
Arrangements; BGA arterial_old; completed; BGA arterial_old; completed; ;
Arrangements; D2 Small_old; HB; HB_alt; HB; ;
Arrangements; D2 Small_old; done_3; D2 Small_old; done; ;
"The text appears to be in a coded or non-standard format that doesn't correspond to a known language or structure, so it can't be translated into English. Please provide a valid text to translate."
"The text seems to be a repetition of some German words and symbols and it doesn't form a coherent sentence or phrase that can be translated into English. It seems like ""Mibi_alt"" is a username or a system command, ""angenommen"" is German for ""accepted"", and ""Anordnungen"" is German for ""arrangements"" or ""orders"". Please provide a coherent sentence in context for a meaningful translation."
Arrangements; BGA venous_old; done_1; BGA venous_old; done; ;
The text provided seems to be either coded or not in a recognizable language. Please provide a proper sentence for translation.
Arrangements; Home Laboratory_old; Laboratory Profile; Home Laboratory_old; Laboratory Profile; ;
Arrangements; Home lab_old; Limbach lab; Foreign lab_old; Limbach lab; ;
Arrangements; Home Laboratory_old; Cultures; Cultures_old; Cultures;;
Arrangements; Old_HomeLab; Old_Cultures; Cultures; Cultures; B_blood cultures; B_blood cultures
Arrangements; House Laboratory_old; Cultures_old; Cultures; Cultures; Stool Cultures; Stool Cultures
Arrangements; Home Lab_old; Cultures_old; Cultures; Cultures; T tracheal Secret; T tracheal Secret
Arrangements; Home Lab_old; Cultures_old; Cultures; Cultures; BAL; BAL
Arrangements; Home Lab_old; Cultures_old; Cultures; Cultures; Surgical Swab; Surgical Swab
Arrangements; Home Lab_old; Lab profile D2/B2 small; D2/B2 Large/small_old; D2 / B2 small; ;
Arrangements; Home Laboratory_old; MRSA Swabs; MRSA_old; MRSA Swabs; ;
Instructions; Home Laboratory_old; MRSA_old; MRSA Swabs; MRSA Swabs; Wound - swab; Wound - swab
Arrangements; Home lab_old; MRSA_old; MRSA swabs; MRSA swabs; Skin - swab; Skin - swab
Arrangements; Home Laboratory_old; MRSA_old; MRSA Swabs; MRSA Swabs; N/R - swab; N/R - swab
Arrangements; Lab Dialogue - MiBi; Results_1; UMG Lab - MiBi; Results; ;
Arrangements; Sono_old; TEE; Sono_old; TEE; ;
Arrangements; Sono_alt; TTE; Sono_alt; TTE; ;
