Cattext_name                ;Dialogfenster                                    ;Parameter                                                     ;Oberbegriff                                                   ;Bezeichnung                                                                                  ;Vorlage_txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Text_pfad
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;D2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D2
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;E0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E0
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;E1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E1
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;E2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E2
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;F0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;F0
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;F1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;F1
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;Stadium /Index                                                ;Stadium /Index                                                                               ;Kommentar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Kommentar
Vitalwerte                  ;Narkotrend                                       ;EEG-Typ                                                       ;Narkotrend                                                    ;EEG-Typ                                                                                      ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;EEG-Typ                                                       ;EEG-Typ                                                                                      ;1-Kanal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;1-Kanal
Vitalwerte                  ;Narkotrend                                       ;Narkotrend                                                    ;EEG-Typ                                                       ;EEG-Typ                                                                                      ;2-Kanal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;2-Kanal
Vitalwerte                  ;Narkotrend                                       ;STI (ETP)                                                     ;Narkotrend                                                    ;STI (ETP)                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend_alt                                   ;A_1                                                           ;Narkotrend_alt                                                ;A                                                                                            ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend_alt                                   ;Kommentar                                                     ;Narkotrend_alt                                                ;Kommentar                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend_alt                                   ;Stadium / Index                                               ;Narkotrend_alt                                                ;Stadium / Index                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;A
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;B0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;B1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B1
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;B2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;B2
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;C0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;C1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C1
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;C2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;C2
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;D0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;D1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D1
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;D2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;D2
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;E0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;E1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E1
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;E2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;E2
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;F0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;F0
Vitalwerte                  ;Narkotrend_alt                                   ;Narkotrend_alt                                                ;Stadium / Index                                               ;Stadium / Index                                                                              ;F1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;F1
Vitalwerte                  ;Narkotrend_alt                                   ;ILA Flussrate                                                 ;Narkotrend_alt                                                ;ILA Flussrate                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;ILA Novalung                                     ;ml/min                                                        ;ILA Novalung                                                  ;ml/min                                                                                       ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;Intraabdomineller Druck                          ;Intraabdomineller Druck_1                                     ;Intraabdomineller Druck                                       ;Intraabdomineller Druck                                                                      ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;MIRUS (Sevorane Vol%)_alt                        ;Sevo Vol%                                                     ;MIRUS (Sevorane Vol%)_alt                                     ;Sevo Vol%                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Vitalwerte                  ;MIRUS (MAC)                                      ;MAC                                                           ;MIRUS (MAC)                                                   ;MAC                                                                                          ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Blutzucker                                       ;BZ                                                            ;Blutzucker                                                    ;BZ                                                                                           ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Blutzucker                                       ;Blutzucker                                                    ;BZ                                                            ;BZ                                                                                           ;auf Station bestimmt                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;auf Station bestimmt
Anordnungen                 ;Blutzucker                                       ;Blutzucker                                                    ;BZ                                                            ;BZ                                                                                           ;im Labor bestimmt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;im Labor bestimmt
Anordnungen                 ;Hauslabor                                        ;Blutgasanalyse                                                ;BGA                                                           ;Blutgasanalyse                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;Z  (Zentralven�s, gro�es Profil)                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;Z  (Zentralven�s, gro�es Profil)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;ZB  (Zentralven�s, Beatmung)                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;ZB  (Zentralven�s, Beatmung)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;ZB+  (Zentralven�s, Beatmung plus)                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;ZB+  (Zentralven�s, Beatmung plus)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;A  (Arteriell, gro�es Profil)                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;A  (Arteriell, gro�es Profil)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;AB  (Arteriell, Beatmung)                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;AB  (Arteriell, Beatmung)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;AB+  (Arteriell, Beatmung plus)                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;AB+  (Arteriell, Beatmung plus)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;V  (Ven�s, gro�es Profil)                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;V  (Ven�s, gro�es Profil)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;VB  (Ven�s, Beatmung)                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;VB  (Ven�s, Beatmung)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;VB+  (Ven�s, Beatmung plus)                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;VB+  (Ven�s, Beatmung plus)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;K  (Kappil�r, gro�es Profil)                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;K  (Kappil�r, gro�es Profil)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;KB  (Kappil�r, Beatmung)                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;KB  (Kappil�r, Beatmung)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;KB+  (Kappil�r, Beatmung plus)                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;KB+  (Kappil�r, Beatmung plus)
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;Z/A  Zentralven�s + Arteriell                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Z/A  Zentralven�s + Arteriell
Anordnungen                 ;Hauslabor                                        ;BGA                                                           ;Blutgasanalyse                                                ;Blutgasanalyse                                                                               ;Z/K Zentralven�s + Kappil�r                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Z/K Zentralven�s + Kappil�r
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;Quick                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;Quick
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;aPTT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;aPTT
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;AT3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;AT3
Anordnungen                 ;Hauslabor                                        ;Gerinnung                                                     ;Gerinnung                                                     ;Gerinnung                                                                                    ;Fibrinogen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Fibrinogen
